轮次,时间,主队红牌,主队名称,主队名次,比分,半场比分,主队红牌,主队名称,主队名次,全场让球,半场让球,全场大小,半场大小
23,2014-02-09 19:00,0,奥萨苏纳,17,2-0,1-0,0,赫塔菲,12,平/半,平/半,2/2.5,0.5/1
23,2014-02-09 23:59,0,瓦拉多利德,18,2-2,0-1,0,艾尔切,16,平/半,平/半,2.5,1
23,2014-02-10 02:00,0,皇家社会,6,0-0,0-0,0,莱万特,10,半球,半球,2.5/3,1
23,2014-02-10 04:00,0,塞维利亚,7,1-4,1-2,0,巴塞罗那,3,半球,半球,3/3.5,1/1.5
23,2014-02-11 05:00,0,塞尔塔,11,0-0,0-0,0,毕尔巴鄂竞技,4,平手,平手,2.5,1
24,2014-02-15 04:00,0,艾尔切,12,0-0,0-0,0,奥萨苏纳,14,平/半,平/半,2/2.5,0.5/1
24,2014-02-15 23:00,0,马德里竞技,3,3-0,2-0,0,瓦拉多利德,18,半/一,半/一,3/3.5,1/1.5
24,2014-02-16 01:00,0,莱万特,10,1-0,0-0,0,阿尔梅里亚,15,平/半,平/半,2/2.5,1
24,2014-02-16 03:00,0,巴塞罗那,1,6-0,2-0,0,巴列卡诺,19,一/球半,一/球半,3.5/4,1.5/2
24,2014-02-16 05:00,0,比利亚雷亚尔,5,0-2,0-0,0,塞尔塔,11,半球,半球,2.5,1
24,2014-02-16 19:00,1,格拉那达,17,1-0,1-0,1,皇家贝蒂斯,20,平/半,平/半,2/2.5,1
24,2014-02-16 23:59,0,赫塔菲,14,0-3,0-2,0,皇家马德里,3,半球,半球,3/3.5,1/1.5
24,2014-02-17 02:00,1,毕尔巴鄂竞技,4,1-2,0-1,0,西班牙人,10,平/半,平/半,2.5,1
24,2014-02-17 04:00,1,塞维利亚,8,0-0,0-0,1,巴伦西亚,9,平/半,平/半,2.5/3,1
24,2014-02-18 05:00,0,马拉加,17,0-1,0-1,0,皇家社会,6,平手,平手,2.5,1
25,2014-02-22 04:00,0,瓦拉多利德,18,1-1,0-1,0,莱万特,10,平/半,平/半,2/2.5,0.5/1
25,2014-02-22 23:00,0,皇家马德里,2,3-0,1-0,0,艾尔切,13,一/球半,一/球半,3.5/4,1.5
25,2014-02-23 01:00,0,塞尔塔,11,1-1,0-1,1,赫塔菲,15,平/半,平/半,2.5,1
25,2014-02-23 03:00,0,皇家社会,6,3-1,1-1,0,巴塞罗那,1,半球,半球,3/3.5,1/1.5
25,2014-02-23 05:00,0,阿尔梅里亚,16,0-0,0-0,0,马拉加,17,平手,平手,2/2.5,0.5/1
25,2014-02-23 19:00,0,巴列卡诺,19,0-1,0-0,1,塞维利亚,8,平手,平手,2.5,1
25,2014-02-23 23:59,2,皇家贝蒂斯,20,0-2,0-1,0,毕尔巴鄂竞技,4,平/半,平/半,2.5,1
25,2014-02-24 02:00,0,巴伦西亚,9,2-1,0-0,0,格拉那达,12,半球,半球,2.5/3,1
25,2014-02-24 04:00,0,奥萨苏纳,14,3-0,3-0,0,马德里竞技,3,半球,半球,2.5/3,1
25,2014-02-25 05:00,0,西班牙人,10,1-2,0-1,0,比利亚雷亚尔,6,平手,平手,2.5,1
26,2014-03-01 03:30,0,毕尔巴鄂竞技,4,4-0,2-0,1,格拉那达,13,半球,半球,2.5,1
26,2014-03-01 23:00,0,马拉加,17,1-1,1-1,0,瓦拉多利德,18,平/半,平/半,2/2.5,1
26,2014-03-02 01:00,1,莱万特,9,2-0,2-0,0,奥萨苏纳,12,平/半,平/半,2/2.5,0.5/1
26,2014-03-02 03:00,0,赫塔菲,15,0-0,0-0,0,西班牙人,10,平手,平手,2/2.5,0.5/1
26,2014-03-02 05:00,0,艾尔切,14,1-0,0-0,0,塞尔塔,11,平手,平手,2/2.5,0.5/1
26,2014-03-02 19:00,1,比利亚雷亚尔,5,1-1,0-0,0,皇家贝蒂斯,20,半球,半球,2.5/3,1/1.5
26,2014-03-02 23:59,0,马德里竞技,3,2-2,2-1,0,皇家马德里,1,平手,平手,2.5/3,1/1.5
26,2014-03-03 02:00,0,塞维利亚,8,1-0,0-0,0,皇家社会,6,平/半,平/半,2.5/3,1
26,2014-03-03 04:00,0,巴列卡诺,19,1-0,0-0,1,巴伦西亚,9,平/半,平/半,2.5,1
26,2014-03-03 04:00,0,巴塞罗那,2,4-1,2-1,0,阿尔梅里亚,17,球半,球半,4/4.5,1.5/2
27,2014-03-08 23:00,0,瓦拉多利德,18,1-0,1-0,0,巴塞罗那,2,半/一,半/一,3/3.5,1.5
27,2014-03-09 01:00,0,皇家贝蒂斯,20,2-0,2-0,0,赫塔菲,15,平/半,平/半,2.5,1
27,2014-03-09 03:00,0,塞尔塔,11,0-2,0-0,0,马德里竞技,3,平/半,平/半,2.5,1
27,2014-03-09 05:00,0,格拉那达,14,2-0,2-0,0,比利亚雷亚尔,5,平手,平手,2.5,1
27,2014-03-09 19:00,0,西班牙人,10,3-1,2-0,0,艾尔切,13,平/半,平/半,2/2.5,1
27,2014-03-09 23:59,0,阿尔梅里亚,18,1-3,0-1,0,塞维利亚,7,平/半,平/半,2.5,1
27,2014-03-10 02:00,0,皇家马德里,1,3-0,1-0,1,莱万特,8,一/球半,一/球半,3.5/4,1.5
27,2014-03-10 04:00,0,巴伦西亚,9,1-1,1-0,0,毕尔巴鄂竞技,4,平/半,平/半,2.5/3,1
27,2014-03-11 03:00,0,奥萨苏纳,13,0-2,0-1,1,马拉加,16,平/半,平/半,2/2.5,0.5/1
27,2014-03-11 05:00,0,皇家社会,6,2-3,2-1,0,巴列卡诺,19,半球,半球,2.5/3,1/1.5
28,2014-03-15 04:00,1,赫塔菲,16,3-3,2-1,1,格拉那达,12,平/半,平/半,2/2.5,0.5/1
28,2014-03-15 23:00,0,莱万特,10,0-1,0-1,0,塞尔塔,12,平手,平手,2/2.5,0.5/1
28,2014-03-16 01:00,0,巴列卡诺,19,3-1,1-0,0,阿尔梅里亚,18,平/半,平/半,2/2.5,1
28,2014-03-16 03:00,0,马拉加,13,0-1,0-1,0,皇家马德里,1,半/一,半/一,3/3.5,1/1.5
28,2014-03-16 05:00,0,马德里竞技,2,1-0,0-0,0,西班牙人,9,半/一,半/一,3,1/1.5
28,2014-03-16 19:00,0,艾尔切,14,0-0,0-0,0,皇家贝蒂斯,20,平/半,平/半,2/2.5,0.5/1
28,2014-03-16 23:59,0,巴塞罗那,3,7-0,3-0,0,奥萨苏纳,15,球半,球半,4,1.5/2
28,2014-03-17 02:00,0,塞维利亚,7,4-1,2-0,0,瓦拉多利德,18,半球,半球,2.5/3,1/1.5
28,2014-03-17 04:00,0,皇家社会,6,1-0,0-0,0,巴伦西亚,8,平/半,平/半,2.5/3,1
28,2014-03-18 05:00,1,比利亚雷亚尔,6,1-1,0-0,0,毕尔巴鄂竞技,4,平/半,平/半,2.5,1
29,2014-03-22 04:00,0,塞尔塔,11,0-2,0-2,1,马拉加,14,平/半,平/半,2/2.5,1
29,2014-03-22 23:00,0,格拉那达,13,1-0,0-0,1,艾尔切,14,平/半,平/半,2/2.5,0.5/1
29,2014-03-23 01:00,0,西班牙人,9,0-0,0-0,1,莱万特,10,平/半,平/半,2/2.5,0.5/1
29,2014-03-23 03:00,0,瓦拉多利德,18,1-1,1-1,0,巴列卡诺,16,平/半,平/半,2.5,1
29,2014-03-23 05:00,0,毕尔巴鄂竞技,4,1-0,1-0,0,赫塔菲,17,半球,半球,2.5/3,1
29,2014-03-23 19:00,0,奥萨苏纳,16,1-2,0-2,0,塞维利亚,7,平手,平手,2.5,1
29,2014-03-23 23:59,1,皇家贝蒂斯,20,0-2,0-0,0,马德里竞技,2,平/半,平/半,2.5,1
29,2014-03-24 02:00,0,巴伦西亚,10,2-1,2-0,0,比利亚雷亚尔,6,平/半,平/半,2.5/3,1
29,2014-03-24 04:00,1,皇家马德里,1,3-4,2-2,0,巴塞罗那,3,平手,平手,2.5/3,1/1.5
29,2014-03-25 05:00,0,阿尔梅里亚,19,4-3,1-1,0,皇家社会,5,平手,平手,2.5,1
30,2014-03-26 03:00,1,马拉加,13,1-2,1-1,0,西班牙人,9,平/半,平/半,2/2.5,0.5/1
30,2014-03-26 05:00,0,艾尔切,14,0-0,0-0,0,毕尔巴鄂竞技,4,平/半,平/半,2.5,1
30,2014-03-27 03:00,0,巴列卡诺,15,1-0,0-0,0,奥萨苏纳,17,平/半,平/半,2/2.5,0.5/1
30,2014-03-27 03:00,0,巴塞罗那,3,3-0,2-0,0,塞尔塔,12,球半,球半,4,1.5/2
30,2014-03-27 05:00,0,塞维利亚,5,2-1,1-1,0,皇家马德里,1,平/半,平/半,3,1/1.5
30,2014-03-27 05:00,0,马德里竞技,2,1-0,0-0,0,格拉那达,11,半/一,半/一,3,1/1.5
30,2014-03-28 03:00,0,皇家社会,6,1-0,1-0,0,瓦拉多利德,19,半球,半球,2.5/3,1
30,2014-03-28 03:00,0,赫塔菲,18,0-1,0-1,0,比利亚雷亚尔,7,平手,平手,2/2.5,0.5/1
30,2014-03-28 05:00,0,阿尔梅里亚,16,2-2,0-2,0,巴伦西亚,9,平/半,平/半,2.5,1
30,2014-03-28 05:00,0,莱万特,10,1-3,1-1,0,皇家贝蒂斯,20,平手,平手,2/2.5,0.5/1
31,2014-03-29 23:00,1,西班牙人,9,0-1,0-0,0,巴塞罗那,2,半球,半球,3/3.5,1/1.5
31,2014-03-30 01:00,0,塞尔塔,12,1-0,0-0,0,塞维利亚,5,平手,平手,2.5,1
31,2014-03-30 03:00,1,毕尔巴鄂竞技,4,1-2,1-1,0,马德里竞技,1,平手,平手,2.5,1
31,2014-03-30 05:00,0,皇家马德里,3,5-0,1-0,0,巴列卡诺,13,一/球半,一/球半,4,1.5/2
31,2014-03-30 18:00,0,瓦拉多利德,19,1-0,1-0,1,阿尔梅里亚,16,平/半,平/半,2.5,1
31,2014-03-30 23:00,0,奥萨苏纳,17,1-1,0-1,0,皇家社会,6,平手,平手,2.5,1
31,2014-03-31 01:00,0,比利亚雷亚尔,7,1-1,1-1,0,艾尔切,15,平/半,平/半,2.5,1
31,2014-03-31 03:00,1,巴伦西亚,8,1-3,1-2,0,赫塔菲,18,半球,半球,2.5,1
31,2014-04-01 02:00,0,格拉那达,12,0-2,0-0,0,莱万特,10,平/半,平/半,2/2.5,0.5/1
31,2014-04-01 04:00,0,皇家贝蒂斯,20,1-2,1-0,0,马拉加,15,平手,平手,2/2.5,0.5/1
32,2014-04-05 03:00,1,阿尔梅里亚,18,1-2,0-2,0,奥萨苏纳,17,平/半,平/半,2/2.5,0.5/1
32,2014-04-05 22:00,0,马德里竞技,1,1-0,1-0,0,比利亚雷亚尔,7,半球,半球,2.5/3,1
32,2014-04-05 23:59,0,巴塞罗那,2,3-1,1-0,0,皇家贝蒂斯,20,球半,球半,4,1.5/2
32,2014-04-06 02:00,0,皇家社会,6,0-4,0-1,0,皇家马德里,3,平/半,平/半,3/3.5,1/1.5
32,2014-04-06 04:00,1,巴列卡诺,15,3-0,1-0,0,塞尔塔,11,平手,平手,2.5,1
32,2014-04-06 18:00,0,马拉加,13,4-1,2-0,0,格拉那达,14,平/半,平/半,2.5,1
32,2014-04-06 23:00,0,艾尔切,16,1-0,0-0,0,赫塔菲,17,平/半,平/半,2/2.5,0.5/1
32,2014-04-07 01:00,0,塞维利亚,5,4-1,2-0,0,西班牙人,9,平/半,平/半,2.5/3,1
32,2014-04-07 03:00,0,瓦拉多利德,19,0-0,0-0,0,巴伦西亚,8,平手,平手,2.5,1
32,2014-04-08 04:00,1,莱万特,10,1-2,0-2,0,毕尔巴鄂竞技,4,平/半,平/半,2.5,1
33,2014-04-12 03:00,0,奥萨苏纳,16,0-0,0-0,0,瓦拉多利德,18,平/半,平/半,2/2.5,0.5/1
33,2014-04-12 22:00,1,塞尔塔,12,2-2,1-2,0,皇家社会,6,平手,平手,2.5,1
33,2014-04-12 23:59,0,比利亚雷亚尔,7,1-0,0-0,0,莱万特,10,半球,半球,2.5,1
33,2014-04-13 02:00,0,格拉那达,15,1-0,1-0,0,巴塞罗那,2,半/一,半/一,3/3.5,1.5
33,2014-04-13 04:00,0,皇家马德里,3,4-0,1-0,0,阿尔梅里亚,19,球半,球半,4/4.5,1.5/2
33,2014-04-13 18:00,1,皇家贝蒂斯,20,0-2,0-1,0,塞维利亚,5,平手,平手,2.5,1
33,2014-04-13 23:00,1,巴伦西亚,8,2-1,1-1,0,艾尔切,15,半球,半球,2.5/3,1
33,2014-04-14 01:00,1,赫塔菲,18,0-2,0-1,0,马德里竞技,2,半球,半球,2.5,1
33,2014-04-14 03:00,0,西班牙人,9,2-2,1-1,0,巴列卡诺,14,平/半,平/半,2.5,1
33,2014-04-15 04:00,0,毕尔巴鄂竞技,4,3-0,1-0,0,马拉加,11,半球,半球,2.5/3,1
34,2014-04-19 02:30,0,马德里竞技,1,2-0,0-0,1,艾尔切,15,半/一,半/一,2.5/3,1
34,2014-04-19 22:00,0,奥萨苏纳,16,1-1,1-0,0,巴伦西亚,8,平手,平手,2/2.5,0.5/1
34,2014-04-19 23:59,0,莱万特,10,0-0,0-0,1,赫塔菲,18,平手,平手,2/2.5,0.5/1
34,2014-04-20 02:00,0,皇家社会,7,2-1,1-1,0,西班牙人,9,平/半,平/半,2.5,1
34,2014-04-20 18:00,0,阿尔梅里亚,19,2-4,1-1,0,塞尔塔,14,平手,平手,2.5,1
34,2014-04-20 23:00,0,巴列卡诺,14,3-1,2-0,0,皇家贝蒂斯,20,平/半,平/半,2.5,1
34,2014-04-21 01:00,0,塞维利亚,5,4-0,1-0,0,格拉那达,13,半球,半球,2.5/3,1
34,2014-04-21 03:00,0,巴塞罗那,3,2-1,0-0,0,毕尔巴鄂竞技,4,半/一,半/一,3.5,1.5
34,2014-04-22 04:00,1,马拉加,13,2-0,1-0,0,比利亚雷亚尔,7,平手,平手,2/2.5,0.5/1
34,2014-05-08 03:00,0,瓦拉多利德,19,1-1,0-1,0,皇家马德里,3,半/一,半/一,3/3.5,1.5
35,2014-04-26 03:00,0,艾尔切,15,1-1,0-0,0,莱万特,11,平/半,平/半,2/2.5,0.5/1
35,2014-04-26 22:00,1,格拉那达,14,0-3,0-0,0,巴列卡诺,13,平/半,平/半,2/2.5,1
35,2014-04-26 23:59,1,赫塔菲,17,1-0,1-0,1,马拉加,11,平手,平手,2/2.5,0.5/1
35,2014-04-27 02:00,0,皇家马德里,3,4-0,1-0,0,奥萨苏纳,16,一/球半,一/球半,4/4.5,1.5/2
35,2014-04-27 04:00,0,皇家贝蒂斯,20,0-1,0-0,0,皇家社会,6,平手,平手,2.5,1
35,2014-04-27 18:00,2,西班牙人,11,1-2,1-0,0,阿尔梅里亚,19,平/半,平/半,2.5,1
35,2014-04-27 23:00,0,巴伦西亚,8,0-1,0-1,1,马德里竞技,1,平/半,平/半,2.5,1
35,2014-04-28 01:00,0,毕尔巴鄂竞技,4,3-1,1-0,1,塞维利亚,5,平/半,平/半,2.5/3,1
35,2014-04-28 03:00,0,比利亚雷亚尔,7,2-3,1-0,0,巴塞罗那,3,半球,半球,3,1/1.5
35,2014-04-29 04:00,0,塞尔塔,13,4-1,2-0,0,瓦拉多利德,19,平/半,平/半,2.5,1
36,2014-05-03 03:15,0,巴列卡诺,10,0-3,0-2,0,毕尔巴鄂竞技,4,平/半,平/半,2.5/3,1/1.5
36,2014-05-03 22:00,0,巴塞罗那,2,2-2,1-1,0,赫塔菲,16,一/球半,一/球半,3.5/4,1.5/2
36,2014-05-03 23:59,0,马拉加,13,0-1,0-1,1,艾尔切,15,平/半,平/半,2.5,1
36,2014-05-04 02:00,0,奥萨苏纳,17,0-2,0-2,0,塞尔塔,9,平/半,平/半,2/2.5,1
36,2014-05-04 04:00,0,瓦拉多利德,19,1-0,1-0,1,西班牙人,12,平/半,平/半,2/2.5,1
36,2014-05-04 18:00,1,阿尔梅里亚,19,3-2,0-0,0,皇家贝蒂斯,20,平/半,平/半,2.5,1
36,2014-05-04 23:00,0,莱万特,11,2-0,1-0,0,马德里竞技,1,半/一,半/一,2.5,1
36,2014-05-05 01:00,0,塞维利亚,5,0-0,0-0,0,比利亚雷亚尔,7,平/半,平/半,2.5/3,1/1.5
36,2014-05-05 03:00,0,皇家马德里,3,2-2,0-1,0,巴伦西亚,9,一球,一球,3.5/4,1.5
36,2014-05-06 04:00,1,皇家社会,6,1-1,0-0,1,格拉那达,15,半球,半球,2.5/3,1/1.5
37,2014-05-11 02:00,0,比利亚雷亚尔,7,4-0,2-0,1,巴列卡诺,11,半球,半球,3,1/1.5
37,2014-05-11 04:00,1,莱万特,10,2-0,0-0,0,巴伦西亚,9,平手,平手,2.5,1
37,2014-05-11 23:00,0,毕尔巴鄂竞技,4,1-1,0-0,0,皇家社会,6,平/半,平/半,2.5/3,1/1.5
37,2014-05-12 01:00,0,马德里竞技,1,1-1,0-0,1,马拉加,13,半/一,半/一,3,1/1.5
37,2014-05-12 01:00,0,赫塔菲,18,1-0,0-0,0,塞维利亚,5,平/半,平/半,2.5,1
37,2014-05-12 01:00,0,塞尔塔,9,2-0,1-0,0,皇家马德里,3,半/一,半/一,3/3.5,1.5
37,2014-05-12 01:00,0,艾尔切,14,0-0,0-0,0,巴塞罗那,2,半/一,半/一,3.5,1.5
37,2014-05-12 01:00,0,西班牙人,12,1-1,1-1,0,奥萨苏纳,19,平手,平手,2.5,1
37,2014-05-12 01:00,1,格拉那达,15,0-2,0-1,0,阿尔梅里亚,17,平/半,平/半,2.5,1
37,2014-05-12 01:00,0,皇家贝蒂斯,20,4-3,1-1,0,瓦拉多利德,16,平/半,平/半,2.5/3,1/1.5
38,2014-05-17 03:00,0,马拉加,13,1-0,0-0,1,莱万特,9,平/半,平/半,2.5,1
38,2014-05-17 22:00,0,皇家马德里,3,3-1,0-0,0,西班牙人,13,半球,半球,3/3.5,1/1.5
38,2014-05-17 23:59,0,巴塞罗那,2,1-1,1-0,0,马德里竞技,1,平/半,平/半,2.5,1
38,2014-05-18 04:00,0,巴伦西亚,10,2-1,1-1,0,塞尔塔,8,平/半,平/半,2.5/3,1/1.5
38,2014-05-18 18:00,0,皇家社会,6,1-2,0-1,0,比利亚雷亚尔,7,平/半,平/半,2.5/3,1/1.5
38,2014-05-18 23:59,0,阿尔梅里亚,15,0-0,0-0,0,毕尔巴鄂竞技,4,平手,平手,3,1/1.5
38,2014-05-18 23:59,0,巴列卡诺,12,1-2,0-1,0,赫塔菲,16,平手,平手,2.5/3,1/1.5
38,2014-05-18 23:59,0,奥萨苏纳,19,2-1,2-0,0,皇家贝蒂斯,20,半球,半球,2.5/3,1/1.5
38,2014-05-18 23:59,0,瓦拉多利德,18,0-1,0-1,0,格拉那达,17,平/半,平/半,2.5,1
38,2014-05-19 03:00,0,塞维利亚,5,3-1,1-0,0,艾尔切,14,平/半,平/半,2.5/3,1/1.5
轮次,时间,主队红牌,主队名称,主队名次,比分,半场比分,主队红牌,主队名称,主队名次,全场让球,半场让球,全场大小,半场大小
1,2014-08-24 01:00,2,马拉加,11,1-0,1-0,0,毕尔巴鄂竞技,4,平手,平手,2.5,1
1,2014-08-24 03:00,0,格拉那达,15,2-1,0-1,0,拉科鲁尼亚,西乙2,平/半,平/半,2/2.5,0.5/1
1,2014-08-24 03:00,0,塞维利亚,5,1-1,1-0,1,巴伦西亚,9,平/半,平/半,2.5,1
1,2014-08-24 05:00,0,阿尔梅里亚,17,1-1,0-0,1,西班牙人,14,平手,平手,2/2.5,0.5/1
1,2014-08-25 01:00,0,埃瓦尔,西乙1,1-0,1-0,0,皇家社会,6,平/半,平/半,2.5,1
1,2014-08-25 03:00,1,巴塞罗那,3,3-0,1-0,0,艾尔切,16,一球,一球,3.5,1.5
1,2014-08-25 03:00,0,塞尔塔,8,3-1,1-0,0,赫塔菲,13,平/半,平/半,2.5,1
1,2014-08-25 05:00,0,莱万特,10,0-2,0-0,0,比利亚雷亚尔,7,平手,平手,2.5,1
1,2014-08-26 02:00,0,皇家马德里,2,2-0,1-0,0,科尔多瓦,西乙7,一/球半,一/球半,3.5/4,1.5/2
1,2014-08-26 04:00,0,巴列卡诺,12,0-0,0-0,0,马德里竞技,1,平/半,平/半,2.5/3,1
2,2014-08-30 02:00,0,赫塔菲,17,1-0,1-0,0,阿尔梅里亚,8,平/半,平/半,2/2.5,0.5/1
2,2014-08-30 04:00,0,巴伦西亚,11,3-0,2-0,1,马拉加,7,平/半,平/半,2.5/3,1
2,2014-08-31 01:00,0,科尔多瓦,18,1-1,0-0,0,塞尔塔,3,平手,平手,2/2.5,0.5/1
2,2014-08-31 01:00,0,毕尔巴鄂竞技,16,3-0,1-0,0,莱万特,19,半球,半球,2.5,1
2,2014-08-31 03:00,0,马德里竞技,12,2-1,2-1,0,埃瓦尔,7,半/一,半/一,2.5/3,1/1.5
2,2014-08-31 05:00,0,西班牙人,10,1-2,0-1,0,塞维利亚,11,平手,平手,2.5,1
2,2014-09-01 01:00,0,比利亚雷亚尔,8,0-1,0-0,0,巴塞罗那,5,平/半,平/半,3/3.5,1/1.5
2,2014-09-01 03:00,0,拉科鲁尼亚,17,2-2,1-1,0,巴列卡诺,13,平/半,平/半,2/2.5,0.5/1
2,2014-09-01 03:00,0,皇家社会,18,4-2,2-2,0,皇家马德里,7,半球,半球,3/3.5,1/1.5
2,2014-09-01 05:00,0,艾尔切,19,1-1,0-0,0,格拉那达,9,平手,平手,2/2.5,0.5/1
3,2014-09-13 03:00,0,阿尔梅里亚,17,1-1,1-1,0,科尔多瓦,18,平/半,平/半,2/2.5,0.5/1
3,2014-09-13 22:00,0,巴塞罗那,1,2-0,0-0,0,毕尔巴鄂竞技,7,半/一,半/一,3.5,1.5
3,2014-09-13 23:59,0,马拉加,13,0-0,0-0,0,莱万特,20,平/半,平/半,2/2.5,0.5/1
3,2014-09-14 02:00,0,皇家马德里,10,1-2,1-1,0,马德里竞技,6,平/半,平/半,2.5/3,1
3,2014-09-14 04:00,0,塞尔塔,3,2-2,1-0,0,皇家社会,8,平/半,平/半,2/2.5,1
3,2014-09-14 18:00,0,巴列卡诺,14,2-3,1-1,0,艾尔切,19,平/半,平/半,2/2.5,1
3,2014-09-14 23:00,0,巴伦西亚,4,3-1,1-0,0,西班牙人,18,平/半,平/半,2.5,1
3,2014-09-15 01:00,0,塞维利亚,7,2-0,1-0,0,赫塔菲,13,半球,半球,2.5/3,1
3,2014-09-15 03:00,0,格拉那达,6,0-0,0-0,0,比利亚雷亚尔,9,平/半,平/半,2/2.5,0.5/1
3,2014-09-16 02:45,0,埃瓦尔,12,0-1,0-1,0,拉科鲁尼亚,18,平/半,平/半,2/2.5,0.5/1
4,2014-09-20 03:00,0,艾尔切,10,0-2,0-2,0,埃瓦尔,14,平/半,平/半,2/2.5,0.5/1
4,2014-09-20 22:00,0,拉科鲁尼亚,10,2-8,0-3,0,皇家马德里,14,半/一,半/一,3.5,1.5
4,2014-09-20 23:59,0,毕尔巴鄂竞技,13,0-1,0-1,0,格拉那达,7,半球,半球,2.5/3,1
4,2014-09-21 02:00,0,马德里竞技,4,2-2,2-1,0,塞尔塔,6,半球,半球,2.5,1
4,2014-09-21 04:00,0,西班牙人,19,2-2,1-0,0,马拉加,11,平/半,平/半,2/2.5,0.5/1
4,2014-09-21 18:00,0,皇家社会,10,1-2,0-1,1,阿尔梅里亚,17,半球,半球,2.5,1
4,2014-09-21 23:00,0,比利亚雷亚尔,11,4-2,1-2,0,巴列卡诺,16,半球,半球,2.5/3,1
4,2014-09-22 01:00,0,科尔多瓦,18,1-3,0-1,0,塞维利亚,5,平/半,平/半,2.5,1
4,2014-09-22 03:00,1,莱万特,20,0-5,0-2,0,巴塞罗那,1,半/一,半/一,3.5,1.5
4,2014-09-23 02:45,0,赫塔菲,16,0-3,0-2,1,巴伦西亚,5,平手,平手,2.5,1
5,2014-09-24 02:00,0,皇家马德里,7,5-1,3-1,0,艾尔切,13,一球,一球,3.5/4,1.5
5,2014-09-24 04:00,0,塞尔塔,8,2-1,1-0,0,拉科鲁尼亚,14,平/半,平/半,2/2.5,1
5,2014-09-25 02:00,0,巴列卡诺,17,2-1,1-1,0,毕尔巴鄂竞技,15,平/半,平/半,2.5,1
5,2014-09-25 02:00,0,埃瓦尔,9,1-1,1-0,0,比利亚雷亚尔,8,平手,平手,2,0.5/1
5,2014-09-25 02:00,0,阿尔梅里亚,10,0-1,0-0,0,马德里竞技,6,半球,半球,2.5,1
5,2014-09-25 04:00,0,塞维利亚,3,1-0,1-0,0,皇家社会,12,平/半,平/半,2.5/3,1
5,2014-09-25 04:00,0,马拉加,11,0-0,0-0,0,巴塞罗那,1,半球,半球,3,1/1.5
5,2014-09-25 04:00,0,格拉那达,7,0-1,0-0,0,莱万特,20,平/半,平/半,2/2.5,0.5/1
5,2014-09-26 02:00,0,西班牙人,19,2-0,0-0,0,赫塔菲,18,平/半,平/半,2/2.5,0.5/1
5,2014-09-26 04:00,0,巴伦西亚,4,3-0,2-0,0,科尔多瓦,20,半球,半球,2.5/3,1
6,2014-09-27 03:00,0,艾尔切,16,0-1,0-0,0,塞尔塔,6,平手,平手,2/2.5,0.5/1
6,2014-09-27 22:00,0,比利亚雷亚尔,7,0-2,0-2,0,皇家马德里,6,平/半,平/半,3,1/1.5
6,2014-09-27 23:59,0,巴塞罗那,2,6-0,3-0,0,格拉那达,8,一/球半,一/球半,3.5,1.5
6,2014-09-28 02:00,0,马德里竞技,5,4-0,2-0,0,塞维利亚,3,平/半,平/半,2.5,1
6,2014-09-28 04:00,0,莱万特,17,0-2,0-2,0,巴列卡诺,13,平手,平手,2/2.5,1
6,2014-09-28 04:00,0,毕尔巴鄂竞技,18,0-0,0-0,0,埃瓦尔,9,平/半,平/半,2/2.5,0.5/1
6,2014-09-28 18:00,0,赫塔菲,19,1-0,1-0,1,马拉加,11,平手,平手,2/2.5,0.5/1
6,2014-09-28 23:00,0,拉科鲁尼亚,16,0-1,0-0,0,阿尔梅里亚,13,平/半,平/半,2/2.5,0.5/1
6,2014-09-29 01:00,0,皇家社会,14,1-1,1-1,0,巴伦西亚,3,平手,平手,2.5,1
6,2014-09-29 03:00,0,科尔多瓦,20,0-0,0-0,0,西班牙人,12,平手,平手,2/2.5,0.5/1
7,2014-10-04 03:00,0,赫塔菲,14,1-1,0-0,0,科尔多瓦,20,平/半,平/半,2/2.5,0.5/1
7,2014-10-04 22:00,0,巴伦西亚,2,3-1,3-1,1,马德里竞技,3,平手,平手,2/2.5,0.5/1
7,2014-10-04 23:59,2,巴列卡诺,9,0-2,0-2,0,巴塞罗那,1,半/一,半/一,3/3.5,1/1.5
7,2014-10-05 02:00,0,埃瓦尔,8,3-3,0-2,0,莱万特,20,平/半,平/半,2,0.5/1
7,2014-10-05 04:00,0,阿尔梅里亚,10,2-2,1-1,1,艾尔切,19,平/半,平/半,2/2.5,0.5/1
7,2014-10-05 04:00,1,马拉加,14,2-1,0-1,0,格拉那达,11,平/半,平/半,2/2.5,0.5/1
7,2014-10-05 18:00,0,塞维利亚,4,4-1,2-1,0,拉科鲁尼亚,20,半球,半球,2.5/3,1
7,2014-10-05 23:00,1,塞尔塔,6,1-3,1-2,0,比利亚雷亚尔,10,平手,平手,2/2.5,1
7,2014-10-06 01:00,0,西班牙人,14,2-0,1-0,0,皇家社会,15,平手,平手,2/2.5,1
7,2014-10-06 03:00,0,皇家马德里,5,5-0,2-0,0,毕尔巴鄂竞技,18,半/一,半/一,3.5,1.5
8,2014-10-18 03:00,0,格拉那达,13,0-1,0-0,0,巴列卡诺,12,平/半,平/半,2.5,1
8,2014-10-18 22:00,0,莱万特,17,0-5,0-2,0,皇家马德里,4,半/一,半/一,3.5,1.5
8,2014-10-18 23:59,0,毕尔巴鄂竞技,18,1-1,1-0,0,塞尔塔,6,平/半,平/半,2.5,1
